t,u,v,w,p,q,r,x,y,z,phi,theta,psi,U1,U2,U3,U4,Ix_hat,Iy_hat,Iz_hat,x_ref,y_ref,z_ref,psi_ref
22.2,0.312925,0.0386818,-1.15363,0.00175665,-0.000741071,0.157079,-1.83563,-0.802597,4.1028,-0.00454707,-0.000473962,5.02655,7.47783,-1.88007e-05,-2.39867e-06,-1.08837e-07,0.0034,0.0034,0.006,-1.88083,-0.677142,4.71552,5.02655
22.3,0.312983,0.0380423,-1.06332,0.000449095,-0.000691599,0.157077,-1.82254,-0.831277,3.99194,-0.00444424,-0.000475135,5.04226,7.47783,-5.78369e-05,2.12083e-06,-8.0535e-08,0.0034,0.0034,0.006,-1.87019,-0.706695,4.57947,5.04226
22.4,0.313043,0.0375083,-0.973007,-0.00085853,-0.000643893,0.157075,-1.80902,-0.859754,3.89011,-0.00447216,-0.000472038,5.05796,7.47783,-5.78369e-05,2.12083e-06,-8.0535e-08,0.0034,0.0034,0.006,-1.85955,-0.736249,4.44342,5.05796
22.5,0.313108,0.0369591,-0.844286,0.00148723,-0.000661735,0.157081,-1.79505,-0.888017,3.79923,-0.0044481,-0.000466979,5.07367,7.74593,0.000103644,-8.07355e-07,2.7399e-07,0.0034,0.0034,0.006,-1.84708,-0.765076,4.32934,5.07367
22.6,0.313173,0.0362318,-0.71557,0.00124208,-0.000701574,0.157079,-1.78065,-0.916059,3.72122,-0.00431895,-0.000466317,5.08938,7.74593,-1.08767e-05,-1.84235e-06,-1.08993e-07,0.0034,0.0034,0.006,-1.8346,-0.793904,4.21526,5.08938
22.7,0.313233,0.0354539,-0.586852,0.000339261,-0.000666049,0.157077,-1.76581,-0.943875,3.65608,-0.00424722,-0.000467528,5.10509,7.74593,-3.99453e-05,1.52299e-06,-6.97795e-08,0.0034,0.0034,0.006,-1.82213,-0.822731,4.10119,5.10509
22.8,0.313292,0.0347064,-0.458131,-0.000563602,-0.000631744,0.157076,-1.75056,-0.971463,3.60382,-0.00426577,-0.000465665,5.1208,7.74593,-3.99453e-05,1.52299e-06,-6.97795e-08,0.0034,0.0034,0.006,-1.80965,-0.851559,3.98711,5.1208
22.9,0.313351,0.0339786,-0.311322,0.000712489,-0.000651888,0.157081,-1.7349,-0.998813,3.56533,-0.00426562,-0.000462689,5.1365,7.87219,5.63649e-05,-8.94825e-07,2.28754e-07,0.0034,0.0034,0.006,-1.79539,-0.879546,3.91301,5.1365
23,0.31341,0.0331939,-0.164516,0.0006504,-0.000676334,0.157079,-1.71881,-1.02592,3.54153,-0.00420474,-0.000462581,5.15221,7.87219,-2.78397e-06,-1.12116e-06,-9.27391e-08,0.0034,0.0034,0.006,-1.78113,-0.907533,3.83891,5.15221
23.1,0.313464,0.0323697,-0.0177092,0.000210823,-0.000658129,0.157078,-1.70232,-1.05277,3.5324,-0.00416895,-0.00046359,5.16792,7.87219,-1.94691e-05,7.78953e-07,-5.24638e-08,0.0034,0.0034,0.006,-1.76687,-0.93552,3.76481,5.16792
23.2,0.313515,0.0315351,0.129099,-0.000228778,-0.000640517,0.157077,-1.68543,-1.07938,3.53796,-0.00417713,-0.000463026,5.18363,7.87219,-1.94691e-05,7.78953e-07,-5.24638e-08,0.0034,0.0034,0.006,-1.75261,-0.963507,3.69071,5.18363
23.3,0.313563,0.0307171,0.270818,-6.61582e-05,-0.000662362,0.15708,-1.66815,-1.10572,3.55794,-0.00419914,-0.000462363,5.19934,7.83666,7.1489e-06,-9.56744e-07,1.63602e-07,0.0034,0.0034,0.006,-1.73662,-0.990544,3.66828,5.19934
23.4,0.313608,0.0299155,0.412536,4.72667e-05,-0.000669555,0.157079,-1.65047,-1.13179,3.5921,-0.00420735,-0.000462921,5.21504,7.83666,4.97363e-06,-3.17337e-07,-6.89141e-08,0.0034,0.0034,0.006,-1.72063,-1.01758,3.64586,5.21504
23.5,0.31365,0.0291203,0.554254,7.90888e-05,-0.000668246,0.157078,-1.6324,-1.1576,3.64042,-0.00420831,-0.000463711,5.23075,7.83666,1.36661e-06,5.40906e-08,-3.12813e-08,0.0034,0.0034,0.006,-1.70465,-1.04462,3.62344,5.23075
23.6,0.313688,0.0283267,0.695972,0.000110909,-0.000666894,0.157077,-1.61395,-1.18312,3.70292,-0.0042061,-0.000464378,5.24646,7.83666,1.36661e-06,5.40906e-08,-3.12813e-08,0.0034,0.0034,0.006,-1.68866,-1.07165,3.60101,5.24646
23.7,0.313721,0.0275112,0.810226,-0.000810978,-0.000693524,0.157079,-1.59512,-1.20836,3.77822,-0.00424841,-0.000466108,5.26217,7.64496,-4.0788e-05,-1.15618e-06,8.92405e-08,0.0034,0.0034,0.006,-1.671,-1.09763,3.63381,5.26217
23.8,0.313749,0.0267316,0.924481,-0.000533802,-0.000682777,0.157078,-1.57593,-1.23332,3.86494,-0.00432299,-0.00046757,5.27788,7.64496,1.22101e-05,5.15165e-07,-4.30321e-08,0.0034,0.0034,0.006,-1.65334,-1.12361,3.6666,5.27788
23.9,0.313772,0.0260377,1.03874,-4.79115e-05,-0.000695924,0.157078,-1.55636,-1.25797,3.96309,-0.00435942,-0.000468256,5.29358,7.64496,2.14352e-05,-5.63737e-07,-7.63335e-09,0.0034,0.0034,0.006,-1.63569,-1.14959,3.6994,5.29358
24,0.313792,0.0254053,1.15299,0.000437997,-0.000708415,0.157078,-1.53642,-1.28233,4.07266,-0.00434728,-0.000470032,5.30929,7.64496,2.14352e-05,-5.63737e-07,-7.63335e-09,0.0034,0.0034,0.006,-1.61803,-1.17557,3.73219,5.30929
24.1,0.313809,0.0246908,1.22174,-0.001494,-0.000743136,0.157078,-1.51612,-1.30638,4.19139,-0.0044075,-0.000474082,5.325,7.32735,-8.54375e-05,-1.50315e-06,1.05645e-08,0.0034,0.0034,0.006,-1.59878,-1.20039,3.81502,5.325
24.2,0.313816,0.0239944,1.29049,-0.00106985,-0.000714841,0.157078,-1.49547,-1.33012,4.31699,-0.00454316,-0.000476632,5.34071,7.32735,1.87038e-05,1.32715e-06,-1.72341e-08,0.0034,0.0034,0.006,-1.57953,-1.22521,3.89786,5.34071
24.3,0.313818,0.0234819,1.35925,-0.000164953,-0.00073955,0.157078,-1.47447,-1.35354,4.44946,-0.00461239,-0.000477336,5.35642,7.32735,3.99532e-05,-1.0553e-06,1.77831e-08,0.0034,0.0034,0.006,-1.56028,-1.25003,3.98069,5.35642
24.4,0.313819,0.0231148,1.428,0.00073998,-0.000763037,0.157079,-1.45311,-1.37663,4.58881,-0.00459116,-0.000480072,5.37212,7.32735,3.99532e-05,-1.0553e-06,1.77831e-08,0.0034,0.0034,0.006,-1.54103,-1.27485,4.06353,5.37212
24.5,0.313817,0.0226073,1.44039,-0.00206588,-0.000805728,0.157077,-1.43141,-1.39939,4.73222,-0.00466504,-0.000486149,5.38783,6.93398,-0.000124066,-1.84734e-06,-7.08808e-08,0.0034,0.0034,0.006,-1.52025,-1.29841,4.18332,5.38783
24.6,0.313802,0.022091,1.45279,-0.0015246,-0.000761817,0.157077,-1.40938,-1.42183,4.87687,-0.00485224,-0.000489713,5.40354,6.93398,2.38778e-05,2.04801e-06,8.93529e-09,0.0034,0.0034,0.006,-1.49948,-1.32197,4.30312,5.40354
24.7,0.31378,0.0218496,1.46519,-0.000264469,-0.000795577,0.157078,-1.387,-1.44392,5.02275,-0.00494938,-0.000490451,5.41925,6.93398,5.56512e-05,-1.43879e-06,4.40417e-08,0.0034,0.0034,0.006,-1.47871,-1.34553,4.42291,5.41925
24.8,0.313759,0.0218264,1.47758,0.000995705,-0.000827635,0.157079,-1.36429,-1.46566,5.16988,-0.00492055,-0.000493942,5.43496,6.93398,5.56512e-05,-1.43879e-06,4.40417e-08,0.0034,0.0034,0.006,-1.45794,-1.36909,4.54271,5.43496
24.9,0.313737,0.0216331,1.43166,-0.00243062,-0.000871902,0.157076,-1.34125,-1.48704,5.31533,-0.00500011,-0.000501413,5.45066,6.52696,-0.000151494,-1.91379e-06,-1.53593e-07,0.0034,0.0034,0.006,-1.43573,-1.3913,4.68056,5.45066
25,0.313699,0.0214235,1.38575,-0.00182827,-0.000816748,0.157077,-1.31789,-1.50808,5.45619,-0.00522097,-0.000505498,5.46637,6.52696,2.65735e-05,2.56492e-06,3.75343e-08,0.0034,0.0034,0.006,-1.41352,-1.41352,4.8184,5.46637
25.1,0.313654,0.0215394,1.33983,-0.000332104,-0.000857328,0.157078,-1.29422,-1.52875,5.59245,-0.00533693,-0.000506102,5.48208,6.52696,6.60804e-05,-1.72917e-06,6.87592e-08,0.0034,0.0034,0.006,-1.3913,-1.43573,4.95625,5.48208
25.2,0.313612,0.0218983,1.29391,0.00116411,-0.000895888,0.15708,-1.27021,-1.54904,5.72412,-0.00530331,-0.000510015,5.49779,6.52696,6.60804e-05,-1.72917e-06,6.87592e-08,0.0034,0.0034,0.006,-1.36909,-1.45794,5.09409,5.49779
25.3,0.313568,0.0221041,1.19693,-0.00244351,-0.000928527,0.157075,-1.2459,-1.56895,5.84865,-0.00537535,-0.000517798,5.5135,6.17053,-0.000159511,-1.40447e-06,-2.31919e-07,0.0034,0.0034,0.006,-1.34553,-1.47871,5.22822,5.5135
25.4,0.313509,0.0223186,1.09995,-0.00187371,-0.000869813,0.157076,-1.22129,-1.58849,5.96348,-0.00559938,-0.000521453,5.5292,6.17053,2.51314e-05,2.72402e-06,7.03517e-08,0.0034,0.0034,0.006,-1.32197,-1.49948,5.36235,5.5292
25.5,0.313446,0.0228405,1.00297,-0.000345533,-0.00091421,0.157078,-1.19638,-1.60764,6.06861,-0.00571854,-0.000521581,5.54491,6.17053,6.74923e-05,-1.89614e-06,8.69418e-08,0.0034,0.0034,0.006,-1.29841,-1.52025,5.49649,5.54491
25.6,0.313386,0.023562,0.905986,0.00118271,-0.000956544,0.15708,-1.17116,-1.62638,6.16405,-0.00568489,-0.000525373,5.56062,6.17053,6.74923e-05,-1.89614e-06,8.69418e-08,0.0034,0.0034,0.006,-1.27485,-1.54103,5.63062,5.56062
25.7,0.313323,0.024185,0.773252,-0.0019625,-0.000961583,0.157074,-1.14565,-1.64472,6.24799,-0.00573219,-0.000531987,5.57633,5.92098,-0.000139076,-1.99468e-07,-2.91526e-07,0.0034,0.0034,0.006,-1.25003,-1.56028,5.73986,5.57633
25.8,0.313251,0.0248563,0.640522,-0.0015509,-0.000910132,0.157076,-1.11985,-1.66267,6.31867,-0.00591624,-0.000534038,5.59203,5.92098,1.81372e-05,2.37899e-06,1.05048e-07,0.0034,0.0034,0.006,-1.22521,-1.57953,5.8491,5.59203
25.9,0.313178,0.0257456,0.507791,-0.000281149,-0.000952999,0.157078,-1.09377,-1.68019,6.37607,-0.00601622,-0.000533326,5.60774,5.92098,5.60672e-05,-1.84003e-06,9.1215e-08,0.0034,0.0034,0.006,-1.20039,-1.59878,5.95834,5.60774
26,0.313109,0.02674,0.375056,0.000988656,-0.000994151,0.15708,-1.06741,-1.6973,6.42019,-0.00598924,-0.000536241,5.62345,5.92098,5.60672e-05,-1.84003e-06,9.1215e-08,0.0034,0.0034,0.006,-1.17557,-1.61803,6.06758,5.62345
26.1,0.313038,0.0276881,0.227525,-0.000962812,-0.000962153,0.157073,-1.04078,-1.71397,6.4503,-0.00599641,-0.000540155,5.63916,5.8177,-8.63133e-05,1.41354e-06,-3.08355e-07,0.0034,0.0034,0.006,-1.14959,-1.63569,6.13469,5.63916
26.2,0.312965,0.0286894,0.0799976,-0.000829233,-0.000929602,0.157076,-1.01388,-1.73022,6.46566,-0.0060945,-0.000539767,5.65487,5.8177,5.84773e-06,1.49222e-06,1.30612e-07,0.0034,0.0034,0.006,-1.12361,-1.65334,6.20179,5.65487
26.3,0.312896,0.0297849,-0.0675301,-0.000130941,-0.000962504,0.157078,-0.986715,-1.74604,6.46627,-0.00615097,-0.000538113,5.67057,5.8177,3.0808e-05,-1.4256e-06,7.52731e-08,0.0034,0.0034,0.006,-1.09763,-1.671,6.26889,5.67057
26.4,0.312831,0.0308998,-0.215061,0.000567394,-0.000994463,0.157079,-0.959296,-1.7614,6.45212,-0.00613761,-0.000539364,5.68628,5.8177,3.0808e-05,-1.4256e-06,7.52731e-08,0.0034,0.0034,0.006,-1.07165,-1.68866,6.336,5.68628
26.5,0.312768,0.0319742,-0.354097,0.000359179,-0.000931764,0.157074,-0.931625,-1.77632,6.42364,-0.00609976,-0.000539588,5.70199,5.877,-9.2606e-06,2.74363e-06,-2.58293e-07,0.0034,0.0034,0.006,-1.04462,-1.70465,6.35037,5.70199
26.6,0.312711,0.0330246,-0.493132,0.000161244,-0.000926309,0.157076,-0.90371,-1.79078,6.38126,-0.00608219,-0.000536841,5.7177,5.877,-8.8042e-06,2.25566e-07,1.29102e-07,0.0034,0.0034,0.006,-1.01758,-1.72063,6.36475,5.7177
26.7,0.31266,0.0340705,-0.632166,7.9865e-05,-0.000939634,0.157077,-0.875559,-1.80479,6.32498,-0.00607855,-0.000534638,5.73341,5.877,-3.65262e-06,-5.96159e-07,3.97516e-08,0.0034,0.0034,0.006,-0.990544,-1.73662,6.37912,5.73341
26.8,0.312613,0.0351216,-0.7712,-1.49544e-06,-0.000953069,0.157078,-0.847179,-1.81834,6.25479,-0.00608302,-0.000533766,5.74911,5.877,-3.65262e-06,-5.96159e-07,3.97516e-08,0.0034,0.0034,0.006,-0.963507,-1.75261,6.39349,5.74911
26.9,0.312574,0.0360879,-0.879791,0.00162692,-0.000881198,0.157075,-0.818573,-1.83141,6.17222,-0.00601011,-0.000530306,5.76482,6.08951,7.19212e-05,3.1282e-06,-1.38301e-07,0.0034,0.0034,0.006,-0.93552,-1.76687,6.35286,5.76482
27,0.312546,0.0368772,-0.988384,0.00114754,-0.00090391,0.157077,-0.789748,-1.84401,6.07879,-0.00587968,-0.000526237,5.78053,6.08951,-2.12419e-05,-1.08665e-06,8.94743e-08,0.0034,0.0034,0.006,-0.907533,-1.78113,6.31224,5.78053
27.1,0.312522,0.0376232,-1.09697,0.000294645,-0.000891495,0.157077,-0.760715,-1.85613,5.9745,-0.00581583,-0.000524254,5.79624,6.08951,-3.77515e-05,5.0569e-07,-5.32088e-09,0.0034,0.0034,0.006,-0.879546,-1.79539,6.27161,5.79624
27.2,0.312505,0.0384391,-1.20556,-0.000558265,-0.000880232,0.157077,-0.731486,-1.86779,5.85936,-0.00583722,-0.00052142,5.81195,6.08951,-3.77515e-05,5.0569e-07,-5.32088e-09,0.0034,0.0034,0.006,-0.851559,-1.80965,6.23098,5.81195
27.3,0.3125,0.0391179,-1.26656,0.00248338,-0.000823226,0.157077,-0.70206,-1.87895,5.73573,-0.00574911,-0.00051523,5.82765,6.42169,0.00013439,2.46221e-06,1.97867e-08,0.0034,0.0034,0.006,-0.822731,-1.82213,6.14177,5.82765
27.4,0.312505,0.0394606,-1.32757,0.00185213,-0.000867769,0.157078,-0.672445,-1.88963,5.606,-0.00554039,-0.000511188,5.84336,6.42169,-2.79518e-05,-2.0982e-06,2.19959e-08,0.0034,0.0034,0.006,-0.793904,-1.8346,6.05256,5.84336
27.5,0.312511,0.0397671,-1.38857,0.000453051,-0.00083106,0.157077,-0.642656,-1.89982,5.47018,-0.00543315,-0.000510112,5.85907,6.42169,-6.189e-05,1.55376e-06,-4.59315e-08,0.0034,0.0034,0.006,-0.765076,-1.84708,5.96334,5.85907
27.6,0.312525,0.0402283,-1.44957,-0.000946078,-0.00079624,0.157076,-0.612703,-1.90953,5.32825,-0.00546579,-0.000506045,5.87478,6.42169,-6.189e-05,1.55376e-06,-4.59315e-08,0.0034,0.0034,0.006,-0.736249,-1.85955,5.87413,5.87478
27.7,0.312553,0.0405378,-1.45335,0.00277209,-0.000766918,0.157079,-0.582588,-1.91875,5.18308,-0.00538238,-0.000498557,5.89049,6.82109,0.000164297,1.24152e-06,1.64319e-07,0.0034,0.0034,0.006,-0.706695,-1.87019,5.75041,5.89049
27.8,0.312587,0.0404294,-1.45714,0.00213406,-0.000822748,0.157078,-0.552318,-1.92747,5.03754,-0.00514487,-0.000495435,5.90619,6.82109,-2.82488e-05,-2.6141e-06,-4.66679e-08,0.0034,0.0034,0.006,-0.677142,-1.88083,5.6267,5.90619
27.9,0.312618,0.0402981,-1.46092,0.000521716,-0.000770826,0.157077,-0.521907,-1.9357,4.89162,-0.00501987,-0.000495474,5.9219,6.82109,-7.13129e-05,2.21565e-06,-7.23198e-08,0.0034,0.0034,0.006,-0.647588,-1.89147,5.50298,5.9219
28,0.312658,0.040358,-1.4647,-0.00109069,-0.000721083,0.157075,-0.491367,-1.94345,4.74532,-0.00505607,-0.000491127,5.93761,6.82109,-7.13129e-05,2.21565e-06,-7.23198e-08,0.0034,0.0034,0.006,-0.618034,-1.90211,5.37927,5.93761
28.1,0.312711,0.0403007,-1.41066,0.0025526,-0.000717651,0.157081,-0.460702,-1.95071,4.60153,-0.00499063,-0.000483721,5.95332,7.22465,0.00016099,1.08044e-07,2.5605e-07,0.0034,0.0034,0.006,-0.58787,-1.91088,5.24058,5.95332
28.2,0.312764,0.0398548,-1.35663,0.0020171,-0.000774075,0.157079,-0.429918,-1.95747,4.46315,-0.00476972,-0.000481713,5.96903,7.22465,-2.37134e-05,-2.63033e-06,-9.34391e-08,0.0034,0.0034,0.006,-0.557707,-1.91964,5.1019,5.96903
28.3,0.312814,0.039382,-1.3026,0.000502706,-0.000719559,0.157077,-0.399028,-1.96374,4.33017,-0.0046513,-0.000482584,5.98473,7.22465,-6.6981e-05,2.33442e-06,-8.21903e-08,0.0034,0.0034,0.006,-0.527543,-1.9284,4.96321,5.98473
28.4,0.312869,0.0390666,-1.24856,-0.00101177,-0.000667088,0.157075,-0.368044,-1.96953,4.2026,-0.00468431,-0.000478777,6.00044,7.22465,-6.6981e-05,2.33442e-06,-8.21903e-08,0.0034,0.0034,0.006,-0.49738,-1.93717,4.82453,6.00044
28.5,0.312934,0.0386948,-1.14523,0.00199386,-0.000679583,0.157081,-0.33697,-1.97484,4.08289,-0.00464268,-0.000472497,6.01615,7.56867,0.000132808,-5.81589e-07,2.85132e-07,0.0034,0.0034,0.006,-0.466725,-1.94402,4.69277,6.01615
28.6,0.312997,0.0380472,-1.04192,0.00162017,-0.000728298,0.157079,-0.305813,-1.97964,3.97352,-0.00446938,-0.000471369,6.03186,7.56867,-1.6559e-05,-2.26108e-06,-1.1115e-07,0.0034,0.0034,0.006,-0.436071,-1.95087,4.56101,6.03186
28.7,0.313056,0.0373564,-0.938595,0.000420272,-0.000682362,0.157077,-0.274585,-1.98397,3.87448,-0.00437478,-0.000472584,6.04757,7.56867,-5.30776e-05,1.96948e-06,-7.83947e-08,0.0034,0.0034,0.006,-0.405417,-1.95772,4.42925,6.04757
28.8,0.313117,0.0367478,-0.835269,-0.000779687,-0.000638046,0.157076,-0.243296,-1.98781,3.78577,-0.00440015,-0.000469831,6.06327,7.56867,-5.30776e-05,1.96948e-06,-7.83947e-08,0.0034,0.0034,0.006,-0.374763,-1.96457,4.29749,6.06327
28.9,0.313181,0.0361376,-0.69897,0.0012651,-0.000656791,0.157081,-0.211952,-1.99118,3.70904,-0.00438323,-0.000465344,6.07898,7.79882,9.03408e-05,-8.43011e-07,2.63902e-07,0.0034,0.0034,0.006,-0.343739,-1.96949,4.19346,6.07898
29,0.313245,0.0353882,-0.562677,0.0010737,-0.000692433,0.157079,-0.180559,-1.99406,3.64594,-0.00427358,-0.000464837,6.09469,7.79882,-8.49983e-06,-1.64519e-06,-1.05496e-07,0.0034,0.0034,0.006,-0.312715,-1.9744,4.08943,6.09469
29.1,0.313304,0.0345883,-0.426381,0.000302859,-0.00066187,0.157078,-0.149128,-1.99645,3.59647,-0.00421207,-0.000465998,6.1104,7.79882,-3.41118e-05,1.30979e-06,-6.53173e-08,0.0034,0.0034,0.006,-0.281691,-1.97932,3.9854,6.1104
29.2,0.313361,0.033802,-0.290083,-0.000468027,-0.000632348,0.157076,-0.117668,-1.99838,3.56064,-0.00422764,-0.000464517,6.12611,7.79882,-3.41118e-05,1.30979e-06,-6.53173e-08,0.0034,0.0034,0.006,-0.250666,-1.98423,3.88137,6.12611
29.3,0.313418,0.0330386,-0.142329,0.00048343,-0.000652744,0.157081,-0.086184,-1.99982,3.539,-0.00423415,-0.000462199,6.14181,7.87878,4.2016e-05,-9.01953e-07,2.11287e-07,0.0034,0.0034,0.006,-0.219395,-1.98719,3.82149,6.14181
29.4,0.313473,0.0322455,0.00542219,0.000473613,-0.000672294,0.157079,-0.0546849,-2.00079,3.53214,-0.00419355,-0.000462261,6.15752,7.87878,-4.73448e-07,-8.92643e-07,-8.62532e-08,0.0034,0.0034,0.006,-0.188124,-1.99014,3.76161,6.15752
29.5,0.313524,0.0314224,0.153174,0.000172255,-0.00065922,0.157078,-0.0231781,-2.00128,3.54006,-0.00416853,-0.000463197,6.17323,7.87878,-1.33598e-05,5.58574e-07,-4.66315e-08,0.0034,0.0034,0.006,-0.156852,-1.9931,3.70173,6.17323
29.6,0.313572,0.0305867,0.300927,-0.000129121,-0.000646553,0.157077,0.00832832,-2.00129,3.56275,-0.00417365,-0.000463003,6.18894,7.87878,-1.33598e-05,5.58574e-07,-4.66315e-08,0.0034,0.0034,0.006,-0.125581,-1.99605,3.64185,6.18894
29.7,0.313616,0.0297598,0.436808,-0.000288251,-0.000669349,0.15708,0.0398271,-2.00084,3.59963,-0.00420179,-0.000463037,6.20465,7.79591,-7.07281e-06,-9.951e-07,1.4259e-07,0.0034,0.0034,0.006,-0.0941858,-1.99704,3.63558,6.20465
29.8,0.313656,0.0289599,0.572689,-0.000125658,-0.000671334,0.157079,0.0713112,-1.99991,3.65009,-0.00422976,-0.00046383,6.22035,7.79591,7.14659e-06,-7.53809e-08,-6.14199e-08,0.0034,0.0034,0.006,-0.0627905,-1.99803,3.6293,6.22035
29.9,0.313693,0.0281867,0.70857,4.12845e-05,-0.000674559,0.157078,0.102773,-1.99851,3.71414,-0.00424127,-0.000464574,6.23606,7.79591,7.33869e-06,-1.40034e-07,-2.4614e-08,0.0034,0.0034,0.006,-0.0313953,-1.99901,3.62303,6.23606
30,0.313726,0.0274284,0.84445,0.000208231,-0.000677559,0.157077,0.134206,-1.99663,3.79178,-0.0042361,-0.000465579,6.25177,7.79591,7.33869e-06,-1.40034e-07,-2.4614e-08,0.0034,0.0034,0.006,-3.60822e-16,-2,3.61676,6.25177
30.1,0.313755,0.0266319,0.947006,-0.00101832,-0.00070627,0.157079,0.165602,-1.99429,3.88134,-0.00428394,-0.000468001,6.26748,7.56331,-5.42548e-05,-1.24488e-06,6.6641e-08,0.0034,0.0034,0.006,0.0313953,-1.99901,3.66508,6.26748
30.2,0.313776,0.0258688,1.04956,-0.000696122,-0.000690306,0.157078,0.196954,-1.99148,3.98115,-0.00437703,-0.000469768,6.28319,7.56331,1.41994e-05,7.56777e-07,-3.54714e-08,0.0034,0.0034,0.006,0.0627905,-1.99803,3.7134,6.28319
30.3,0.313793,0.0252192,1.15212,-8.33602e-05,-0.000707129,0.157078,0.228256,-1.98819,4.09123,-0.00442338,-0.000470449,6.29889,7.56331,2.70424e-05,-7.20299e-07,-3.78712e-10,0.0034,0.0034,0.006,0.0941858,-1.99704,3.76172,6.29889
30.4,0.313809,0.0246544,1.25468,0.000529424,-0.000723124,0.157078,0.259499,-1.98443,4.21155,-0.00440848,-0.000472523,6.3146,7.56331,2.70424e-05,-7.20299e-07,-3.78712e-10,0.0034,0.0034,0.006,0.125581,-1.99605,3.81004,6.3146
30.5,0.31382,0.0239891,1.30772,-0.0016757,-0.000760406,0.157078,0.290677,-1.9802,4.33966,-0.00447325,-0.000477207,6.33031,7.21769,-9.75107e-05,-1.61366e-06,-1.2948e-08,0.0034,0.0034,0.006,0.156852,-1.9931,3.90533,6.33031
30.6,0.313821,0.0233337,1.36076,-0.00121337,-0.000727265,0.157078,0.321785,-1.97551,4.47307,-0.00462523,-0.000480076,6.34602,7.21769,2.03904e-05,1.55108e-06,-9.7032e-09,0.0034,0.0034,0.006,0.188124,-1.99014,4.00062,6.34602
30.7,0.313816,0.0228909,1.4138,-0.000196301,-0.000754859,0.157078,0.352813,-1.97035,4.61179,-0.00470326,-0.000480795,6.36173,7.21769,4.49104e-05,-1.1776e-06,2.54239e-08,0.0034,0.0034,0.006,0.219395,-1.98719,4.09591,6.36173
30.8,0.313811,0.0226176,1.46684,0.000820808,-0.00078108,0.157079,0.383753,-1.96471,4.75581,-0.00467961,-0.000483777,6.37743,7.21769,4.49104e-05,-1.1776e-06,2.54239e-08,0.0034,0.0034,0.006,0.250666,-1.98423,4.1912,6.37743
30.9,0.313803,0.0221911,1.46199,-0.00219948,-0.000825204,0.157077,0.4146,-1.9586,4.90224,-0.00475619,-0.000490345,6.39314,6.81362,-0.000133545,-1.90912e-06,-9.50243e-08,0.0034,0.0034,0.006,0.281691,-1.97932,4.31841,6.39314
31,0.313781,0.0217506,1.45714,-0.00163305,-0.000777424,0.157077,0.445349,-1.95204,5.04818,-0.00495556,-0.000494133,6.40885,6.81362,2.49887e-05,2.22623e-06,1.69274e-08,0.0034,0.0034,0.006,0.312715,-1.9744,4.44562,6.40885
31.1,0.313752,0.0216056,1.4523,-0.000288373,-0.000813417,0.157078,0.475989,-1.945,5.19364,-0.00505939,-0.000494857,6.42456,6.81362,5.93871e-05,-1.53355e-06,5.15803e-08,0.0034,0.0034,0.006,0.343739,-1.96949,4.57283,6.42456
31.2,0.313725,0.0216922,1.44744,0.00105635,-0.000847594,0.157079,0.506512,-1.93749,5.33861,-0.00502879,-0.000498515,6.44027,6.81362,5.93871e-05,-1.53355e-06,5.15803e-08,0.0034,0.0034,0.006,0.374763,-1.96457,4.70005,6.44026
31.3,0.313696,0.0216087,1.38547,-0.00247791,-0.000890072,0.157076,0.536914,-1.9295,5.48025,-0.00510776,-0.000506209,6.45597,6.4149,-0.000156266,-1.83509e-06,-1.77352e-07,0.0034,0.0034,0.006,0.405417,-1.95772,4.8391,6.45597
31.4,0.313652,0.0215129,1.3235,-0.00187362,-0.000832927,0.157077,0.567189,-1.92107,5.61568,-0.00533333,-0.000510284,6.47168,6.4149,2.66582e-05,2.65567e-06,4.66651e-08,0.0034,0.0034,0.006,0.436071,-1.95087,4.97815,6.47168
31.5,0.313601,0.0217453,1.26153,-0.000342763,-0.000875011,0.157078,0.597327,-1.91216,5.74492,-0.00545217,-0.000510789,6.48739,6.4149,6.76127e-05,-1.79394e-06,7.5039e-08,0.0034,0.0034,0.006,0.466725,-1.94402,5.1172,6.48739
31.6,0.313554,0.0222151,1.19956,0.00118814,-0.000915027,0.15708,0.627316,-1.90277,5.86796,-0.00541795,-0.000514733,6.5031,6.4149,6.76127e-05,-1.79394e-06,7.5039e-08,0.0034,0.0034,0.006,0.49738,-1.93717,5.25625,6.5031
31.7,0.313503,0.0225452,1.09024,-0.00235861,-0.00094117,0.157074,0.657155,-1.89291,5.98244,-0.00548461,-0.00052234,6.5188,6.08447,-0.000156822,-1.12059e-06,-2.52172e-07,0.0034,0.0034,0.006,0.527543,-1.9284,5.38519,6.5188
31.8,0.31344,0.0228957,0.980934,-0.00182125,-0.000883357,0.157076,0.686838,-1.8826,6.08598,-0.00570185,-0.000525645,6.53451,6.08447,2.36968e-05,2.68009e-06,8.05899e-08,0.0034,0.0034,0.006,0.557707,-1.91964,5.51412,6.53451
31.9,0.313372,0.0235342,0.871625,-0.00033561,-0.000928003,0.157078,0.716353,-1.87183,6.1786,-0.00581794,-0.00052556,6.55022,6.08447,6.56113e-05,-1.90899e-06,8.99743e-08,0.0034,0.0034,0.006,0.58787,-1.91088,5.64306,6.55022
