t,u,v,w,p,q,r,x,y,z,phi,theta,psi,U1,U2,U3,U4,Ix_hat,Iy_hat,Iz_hat,x_ref,y_ref,z_ref,psi_ref
24.7,0.313804,0.0222012,1.46519,-8.83408e-05,-0.000826459,0.157078,-1.38743,-1.44414,5.02275,-0.00494914,-0.000491253,5.41925,6.93399,1.82991e-05,-2.29883e-06,5.1484e-08,0.0034,0.0034,0.006,-1.47871,-1.34553,4.42291,5.41925
24.8,0.313793,0.0221537,1.47758,0.000460195,-0.000891839,0.157079,-1.36468,-1.46586,5.16988,-0.00493832,-0.000499495,5.43496,6.93399,1.82991e-05,-2.29883e-06,5.1484e-08,0.0034,0.0034,0.006,-1.45794,-1.36909,4.54271,5.43496
24.9,0.31377,0.0219251,1.43166,-0.00297829,-0.000830852,0.157076,-1.34161,-1.48722,5.31533,-0.00507214,-0.000507114,5.45066,6.52696,-0.000117259,2.58773e-06,-1.61909e-07,0.0034,0.0034,0.006,-1.43573,-1.3913,4.68056,5.45066
25,0.31373,0.0218224,1.38575,-0.000754704,-0.000803192,0.157077,-1.31823,-1.50823,5.45618,-0.00526676,-0.000507547,5.46637,6.52696,7.52675e-05,1.70271e-06,2.77149e-08,0.0034,0.0034,0.006,-1.41352,-1.41352,4.8184,5.46637
25.1,0.313692,0.0220327,1.33983,-0.00010836,-0.000893433,0.157078,-1.29451,-1.52887,5.59245,-0.0053179,-0.000509227,5.48208,6.52696,2.1629e-05,-2.8919e-06,7.26218e-08,0.0034,0.0034,0.006,-1.3913,-1.43573,4.95625,5.48208
25.2,0.31366,0.0223491,1.29391,0.000539022,-0.000975903,0.157079,-1.27047,-1.54913,5.72412,-0.00530444,-0.000519246,5.49779,6.52696,2.1629e-05,-2.8919e-06,7.26218e-08,0.0034,0.0034,0.006,-1.36909,-1.45794,5.09409,5.49779
25.3,0.313613,0.0225116,1.19693,-0.0029935,-0.000859957,0.157075,-1.24613,-1.56901,5.84865,-0.00543539,-0.000526798,5.5135,6.17054,-0.000120479,4.44334e-06,-2.25449e-07,0.0034,0.0034,0.006,-1.34553,-1.47871,5.22822,5.5135
25.4,0.31355,0.0228154,1.09995,-0.000753555,-0.000853228,0.157076,-1.22148,-1.58851,5.96348,-0.00563101,-0.000525474,5.5292,6.17054,7.58073e-05,9.93902e-07,5.56087e-08,0.0034,0.0034,0.006,-1.32197,-1.49948,5.36235,5.5292
25.5,0.313492,0.0233995,1.00297,-0.000100845,-0.000951306,0.157078,-1.19653,-1.60762,6.06861,-0.00568199,-0.000526829,5.54491,6.17054,2.18234e-05,-3.16013e-06,8.45224e-08,0.0034,0.0034,0.006,-1.29841,-1.52025,5.49649,5.54491
25.6,0.313439,0.0240691,0.905988,0.000552997,-0.00104154,0.157079,-1.17127,-1.62633,6.16405,-0.00566774,-0.00053731,5.56062,6.17054,2.18234e-05,-3.16013e-06,8.45224e-08,0.0034,0.0034,0.006,-1.27485,-1.54103,5.63062,5.56062
25.7,0.31337,0.0246573,0.773255,-0.00239646,-0.000869198,0.157075,-1.14572,-1.64464,6.24799,-0.00576841,-0.000543119,5.57633,5.92098,-0.00010067,6.23585e-06,-2.65152e-07,0.0034,0.0034,0.006,-1.25003,-1.56028,5.73986,5.57633
25.8,0.313295,0.0253792,0.640527,-0.000585261,-0.000895097,0.157076,-1.11989,-1.66255,6.31867,-0.005926,-0.000539432,5.59203,5.92098,6.12196e-05,-2.71697e-07,8.74962e-08,0.0034,0.0034,0.006,-1.22521,-1.57953,5.8491,5.59203
25.9,0.313225,0.0262771,0.507794,-5.62082e-05,-0.000985015,0.157077,-1.09378,-1.68004,6.37607,-0.00596655,-0.000540018,5.60774,5.92098,1.76037e-05,-2.92618e-06,7.93494e-08,0.0034,0.0034,0.006,-1.20039,-1.59878,5.95834,5.60774
26,0.313157,0.0272176,0.375058,0.000473887,-0.00106857,0.157079,-1.06738,-1.69711,6.42019,-0.00595421,-0.000549056,5.62345,5.92098,1.76037e-05,-2.92618e-06,7.93494e-08,0.0034,0.0034,0.006,-1.17557,-1.61803,6.06758,5.62345
26.1,0.31308,0.0281397,0.227528,-0.00116105,-0.000857902,0.157074,-1.04072,-1.71375,6.4503,-0.00599722,-0.000551564,5.63916,5.8177,-5.59807e-05,7.303e-06,-2.56819e-07,0.0034,0.0034,0.006,-1.14959,-1.63569,6.13469,5.63916
26.2,0.313005,0.0291401,0.080002,-0.000244126,-0.000920046,0.157076,-1.01379,-1.72996,6.46566,-0.0060761,-0.000545611,5.65487,5.8177,3.08121e-05,-1.82593e-06,1.11462e-07,0.0034,0.0034,0.006,-1.12361,-1.65334,6.20179,5.65487
26.3,0.312937,0.0301961,-0.0675272,2.4667e-05,-0.000982251,0.157077,-0.986598,-1.74574,6.46627,-0.00609564,-0.000545122,5.67057,5.8177,8.7504e-06,-2.07015e-06,5.29834e-08,0.0034,0.0034,0.006,-1.09763,-1.671,6.26889,5.67057
26.4,0.312868,0.0312568,-0.215059,0.000294188,-0.00104122,0.157078,-0.959153,-1.76108,6.45212,-0.0060883,-0.000550595,5.68628,5.8177,8.7504e-06,-2.07015e-06,5.29834e-08,0.0034,0.0034,0.006,-1.07165,-1.68866,6.336,5.68628
26.5,0.3128,0.0322916,-0.354095,0.000462673,-0.000837172,0.157075,-0.931459,-1.77597,6.42364,-0.0060591,-0.000549105,5.70199,5.877,5.34485e-06,6.78314e-06,-1.83524e-07,0.0034,0.0034,0.006,-1.04462,-1.70465,6.35037,5.70199
26.6,0.312743,0.0332948,-0.493129,0.000199767,-0.000923408,0.157077,-0.903525,-1.79041,6.38126,-0.00603454,-0.00054216,5.7177,5.877,-9.29818e-06,-3.06727e-06,1.09448e-07,0.0034,0.0034,0.006,-1.01758,-1.72063,6.36475,5.7177
26.7,0.312691,0.0342892,-0.632164,0.000123466,-0.000941151,0.157077,-0.875356,-1.8044,6.32498,-0.00602688,-0.00054066,5.73341,5.877,-2.97495e-06,-6.69277e-07,1.09718e-08,0.0034,0.0034,0.006,-0.990544,-1.73662,6.37912,5.73341
26.8,0.31264,0.0352837,-0.771199,4.73834e-05,-0.00095981,0.157077,-0.846961,-1.81792,6.25479,-0.00602684,-0.000541041,5.74911,5.877,-2.97495e-06,-6.69277e-07,1.09718e-08,0.0034,0.0034,0.006,-0.963507,-1.75261,6.39349,5.74911
26.9,0.312599,0.0361688,-0.879791,0.00200574,-0.000821181,0.157076,-0.818344,-1.83098,6.17222,-0.00593264,-0.000536102,5.76482,6.08951,6.62197e-05,4.29409e-06,-5.5916e-08,0.0034,0.0034,0.006,-0.93552,-1.76687,6.35286,5.76482
27,0.312569,0.0368859,-0.988383,0.000617383,-0.00090589,0.157077,-0.78951,-1.84357,6.07879,-0.00580986,-0.000530273,5.78053,6.08951,-4.75562e-05,-3.41572e-06,7.27603e-08,0.0034,0.0034,0.006,-0.907533,-1.78113,6.31224,5.78053
27.1,0.312542,0.0376135,-1.09697,0.000210188,-0.000873061,0.157077,-0.760473,-1.85569,5.97451,-0.00577679,-0.000528232,5.79624,6.08951,-1.42077e-05,9.47169e-07,-3.24939e-08,0.0034,0.0034,0.006,-0.879546,-1.79539,6.27161,5.79624
27.2,0.312524,0.0383714,-1.20556,-0.000197372,-0.000845126,0.157076,-0.731241,-1.86735,5.85936,-0.00578441,-0.000523354,5.81195,6.08951,-1.42077e-05,9.47169e-07,-3.24939e-08,0.0034,0.0034,0.006,-0.851559,-1.80965,6.23098,5.81195
27.3,0.312519,0.0389209,-1.26657,0.00303278,-0.000814254,0.157078,-0.701815,-1.87852,5.73573,-0.00565081,-0.000516412,5.82765,6.42168,0.000109485,4.70643e-07,8.4658e-08,0.0034,0.0034,0.006,-0.822731,-1.82213,6.14177,5.82765
27.4,0.312519,0.0391922,-1.32757,0.00089076,-0.000871999,0.157078,-0.672204,-1.8892,5.60601,-0.00546271,-0.000513505,5.84336,6.42168,-7.31723e-05,-2.7645e-06,1.45536e-08,0.0034,0.0034,0.006,-0.793904,-1.8346,6.05256,5.84336
27.5,0.312521,0.0395348,-1.38857,0.000260329,-0.000796626,0.157077,-0.642421,-1.89941,5.47018,-0.00541321,-0.000511537,5.85907,6.42168,-2.17751e-05,2.3276e-06,-6.38835e-08,0.0034,0.0034,0.006,-0.765076,-1.84708,5.96334,5.85907
27.6,0.312539,0.0399457,-1.44957,-0.000370962,-0.000728831,0.157076,-0.612475,-1.90915,5.32825,-0.00542671,-0.000502693,5.87478,6.42168,-2.17751e-05,2.3276e-06,-6.38835e-08,0.0034,0.0034,0.006,-0.736249,-1.85955,5.87413,5.87478
27.7,0.312567,0.0401035,-1.45336,0.00336355,-0.000808867,0.157079,-0.58237,-1.91839,5.18309,-0.00528491,-0.000495335,5.89049,6.82108,0.000126658,-3.33226e-06,1.91566e-07,0.0034,0.0034,0.006,-0.706695,-1.87019,5.75041,5.89049
27.8,0.312591,0.0399404,-1.45714,0.000973095,-0.000827937,0.157078,-0.552111,-1.92714,5.03754,-0.00507586,-0.000495875,5.90619,6.82108,-8.16088e-05,-1.53393e-06,-3.94662e-08,0.0034,0.0034,0.006,-0.677142,-1.88083,5.6267,5.90619
27.9,0.312618,0.0398867,-1.46093,0.000267311,-0.000728512,0.157077,-0.521715,-1.93541,4.89162,-0.00502162,-0.000494414,5.9219,6.82108,-2.43142e-05,3.1271e-06,-7.80091e-08,0.0034,0.0034,0.006,-0.647588,-1.89147,5.50298,5.9219
28,0.312664,0.0399169,-1.4647,-0.000439618,-0.000637572,0.157076,-0.49119,-1.9432,4.74532,-0.00503792,-0.000483733,5.93761,6.82108,-2.43142e-05,3.1271e-06,-7.80091e-08,0.0034,0.0034,0.006,-0.618034,-1.90211,5.37927,5.93761
28.1,0.312717,0.0397266,-1.41067,0.003083,-0.000795752,0.15708,-0.46054,-1.9505,4.60153,-0.00491329,-0.000477134,5.95332,7.22465,0.000119475,-5.91782e-06,2.4159e-07,0.0034,0.0034,0.006,-0.58787,-1.91088,5.24058,5.95332
28.2,0.312759,0.0392465,-1.35664,0.000889949,-0.000780589,0.157079,-0.429772,-1.95731,4.46315,-0.00472216,-0.000480342,5.96903,7.22465,-7.48847e-05,-2.95743e-07,-7.14198e-08,0.0034,0.0034,0.006,-0.557707,-1.91964,5.1019,5.96903
28.3,0.312804,0.0388611,-1.3026,0.000240164,-0.000678337,0.157077,-0.3989,-1.96363,4.33017,-0.00467319,-0.000479518,5.98473,7.22465,-2.23903e-05,3.24573e-06,-7.73292e-08,0.0034,0.0034,0.006,-0.527543,-1.9284,4.96321,5.98473
28.4,0.312865,0.0385447,-1.24856,-0.000410802,-0.000583898,0.157076,-0.367933,-1.96947,4.2026,-0.00468918,-0.000469118,6.00044,7.22465,-2.23903e-05,3.24573e-06,-7.73292e-08,0.0034,0.0034,0.006,-0.49738,-1.93717,4.82453,6.00044
28.5,0.31293,0.0380908,-1.14524,0.00240237,-0.000773171,0.15708,-0.336875,-1.97483,4.08289,-0.00459692,-0.000463952,6.01615,7.56867,9.53697e-05,-6.84189e-06,2.39405e-07,0.0034,0.0034,0.006,-0.466725,-1.94402,4.69277,6.01615
28.6,0.312984,0.0374269,-1.04192,0.000700163,-0.000736918,0.157079,-0.305734,-1.97969,3.97352,-0.00444912,-0.000468461,6.03186,7.56867,-5.81828e-05,5.99053e-07,-7.93941e-08,0.0034,0.0034,0.006,-0.436071,-1.95087,4.56101,6.03186
28.7,0.313038,0.0368077,-0.938598,0.000193284,-0.000649225,0.157078,-0.274523,-1.98407,3.87448,-0.0044118,-0.000468191,6.04757,7.56867,-1.75167e-05,2.79908e-06,-6.69883e-08,0.0034,0.0034,0.006,-0.405417,-1.95772,4.42925,6.04757
28.8,0.313102,0.0362254,-0.835271,-0.000314613,-0.000567627,0.157077,-0.243248,-1.98797,3.78577,-0.00442516,-0.000459644,6.06327,7.56867,-1.75167e-05,2.79908e-06,-6.69883e-08,0.0034,0.0034,0.006,-0.374763,-1.96457,4.29749,6.06327
28.9,0.313168,0.0355924,-0.698974,0.00152455,-0.000747532,0.15708,-0.211917,-1.99139,3.70904,-0.00437185,-0.000456254,6.07898,7.79882,6.22623e-05,-6.36378e-06,2.02971e-07,0.0034,0.0034,0.006,-0.343739,-1.96949,4.19346,6.07898
29,0.313225,0.0348438,-0.562681,0.000459081,-0.000703056,0.157079,-0.180538,-1.99432,3.64594,-0.00427987,-0.000460866,6.09469,7.79882,-3.65218e-05,1.10712e-06,-7.11699e-08,0.0034,0.0034,0.006,-0.312715,-1.9744,4.08943,6.09469
29.1,0.313281,0.034093,-0.426384,0.000138553,-0.000640724,0.157078,-0.149119,-1.99677,3.59648,-0.00425723,-0.000461015,6.1104,7.79882,-1.11722e-05,1.99723e-06,-5.12706e-08,0.0034,0.0034,0.006,-0.281691,-1.97932,3.9854,6.1104
29.2,0.313338,0.0333504,-0.290084,-0.000182701,-0.000582246,0.157077,-0.117668,-1.99874,3.56064,-0.00426664,-0.000455227,6.12611,7.79882,-1.11722e-05,1.99723e-06,-5.12706e-08,0.0034,0.0034,0.006,-0.250666,-1.98423,3.88137,6.12611
29.3,0.313398,0.0326101,-0.142331,0.000584565,-0.000728393,0.15708,-0.0861937,-2.00023,3.539,-0.00425368,-0.000453817,6.14181,7.87878,2.58191e-05,-5.05101e-06,1.49215e-07,0.0034,0.0034,0.006,-0.219395,-1.98719,3.82149,6.14181
29.4,0.313452,0.0318376,0.00541916,0.00020293,-0.00068345,0.157079,-0.0547022,-2.00124,3.53214,-0.00422146,-0.000457858,6.15752,7.87878,-1.32637e-05,1.36725e-06,-5.56088e-08,0.0034,0.0034,0.006,-0.188124,-1.99014,3.76161,6.15752
29.5,0.313501,0.0310513,0.153172,8.29412e-05,-0.000651254,0.157078,-0.0232022,-2.00177,3.54006,-0.00421437,-0.000458342,6.17323,7.87878,-4.35211e-06,1.03628e-06,-3.26035e-08,0.0034,0.0034,0.006,-0.156852,-1.9931,3.70173,6.17323
29.6,0.313549,0.0302626,0.300926,-3.74255e-05,-0.000620501,0.157077,0.00829862,-2.00181,3.56275,-0.00421927,-0.000455696,6.18894,7.87878,-4.35211e-06,1.03628e-06,-3.26035e-08,0.0034,0.0034,0.006,-0.125581,-1.99605,3.64185,6.18894
29.7,0.313596,0.0294791,0.436807,-0.000347809,-0.000723505,0.157079,0.0397931,-2.00139,3.59963,-0.00424569,-0.000456422,6.20465,7.79591,-1.08274e-05,-3.42341e-06,8.83235e-08,0.0034,0.0034,0.006,-0.0941858,-1.99704,3.63558,6.20465
29.8,0.313639,0.0287239,0.572688,-4.98893e-05,-0.000680533,0.157078,0.0712739,-2.00048,3.65009,-0.00427278,-0.000459711,6.22035,7.79591,9.84245e-06,1.54222e-06,-3.84956e-08,0.0034,0.0034,0.006,-0.0627905,-1.99803,3.6293,6.22035
29.9,0.313676,0.0279927,0.708569,2.95871e-05,-0.000679232,0.157078,0.102733,-1.9991,3.71414,-0.00428102,-0.000460516,6.23606,7.79591,2.4245e-06,4.83863e-08,-1.1919e-08,0.0034,0.0034,0.006,-0.0313953,-1.99901,3.62303,6.23606
30,0.313711,0.0272712,0.844449,0.000109042,-0.000676976,0.157078,0.134164,-1.99724,3.79178,-0.00428133,-0.000461076,6.25177,7.79591,2.4245e-06,4.83863e-08,-1.1919e-08,0.0034,0.0034,0.006,-3.60822e-16,-2,3.61676,6.25177
30.1,0.313743,0.0265118,0.947007,-0.0012372,-0.00073627,0.157078,0.165559,-1.9949,3.88134,-0.004345,-0.000464029,6.26748,7.56331,-4.60603e-05,-1.7856e-06,2.42475e-08,0.0034,0.0034,0.006,0.0313953,-1.99901,3.66508,6.26748
30.2,0.313769,0.0258191,1.04956,-0.000290118,-0.000694833,0.157078,0.196911,-1.99209,3.98115,-0.00442868,-0.000466647,6.28319,7.56331,3.19082e-05,1.72073e-06,-2.21077e-08,0.0034,0.0034,0.006,0.0627905,-1.99803,3.7134,6.28319
30.3,0.31379,0.0252314,1.15212,-1.99842e-05,-0.000723063,0.157078,0.228212,-1.98881,4.09122,-0.00445152,-0.000467788,6.29889,7.56331,8.89491e-06,-8.96475e-07,1.05792e-08,0.0034,0.0034,0.006,0.0941858,-1.99704,3.76172,6.29889
30.4,0.31381,0.0246835,1.25468,0.00025047,-0.000748046,0.157078,0.259455,-1.98504,4.21155,-0.00444737,-0.000471444,6.3146,7.56331,8.89491e-06,-8.96475e-07,1.05792e-08,0.0034,0.0034,0.006,0.125581,-1.99605,3.81004,6.3146
30.5,0.313824,0.0240299,1.30772,-0.00204478,-0.000765106,0.157078,0.290634,-1.9808,4.33966,-0.00454453,-0.00047655,6.33031,7.21769,-7.83465e-05,-2.13647e-07,-4.26153e-08,0.0034,0.0034,0.006,0.156852,-1.9931,3.90533,6.33031
30.6,0.313827,0.0234678,1.36076,-0.000507286,-0.000725095,0.157078,0.321741,-1.97609,4.47307,-0.00467964,-0.000478567,6.34602,7.21769,5.19699e-05,1.88148e-06,-6.03185e-09,0.0034,0.0034,0.006,0.188124,-1.99014,4.00062,6.34602
30.7,0.313828,0.0231109,1.4138,-6.3586e-05,-0.000780297,0.157078,0.352768,-1.97091,4.61179,-0.00471572,-0.000480032,6.36173,7.21769,1.47782e-05,-1.76025e-06,3.45066e-08,0.0034,0.0034,0.006,0.219395,-1.98719,4.09591,6.36173
30.8,0.313831,0.02283,1.46684,0.000380745,-0.000830164,0.157079,0.383707,-1.96524,4.75581,-0.00470745,-0.000486532,6.37743,7.21769,1.47782e-05,-1.76025e-06,3.45066e-08,0.0034,0.0034,0.006,0.250666,-1.98423,4.1912,6.37743
30.9,0.313825,0.0223847,1.46199,-0.00269206,-0.000803543,0.157077,0.414554,-1.95911,4.90224,-0.00483071,-0.0004934,6.39314,6.81362,-0.000104808,1.37708e-06,-1.12304e-07,0.0034,0.0034,0.006,0.281691,-1.97932,4.31841,6.39314
31,0.313803,0.0220511,1.45715,-0.000679925,-0.00076808,0.157077,0.4453,-1.95251,5.04818,-0.00500708,-0.000494654,6.40885,6.81362,6.80907e-05,1.89428e-06,1.2017e-08,0.0034,0.0034,0.006,0.312715,-1.9744,4.44562,6.40885
31.1,0.313781,0.0220052,1.4523,-9.63477e-05,-0.000846163,0.157078,0.475938,-1.94544,5.19364,-0.00505367,-0.000496332,6.42456,6.81362,1.95118e-05,-2.49627e-06,5.81807e-08,0.0034,0.0034,0.006,0.343739,-1.96949,4.57283,6.42456
31.2,0.313764,0.0220615,1.44745,0.000488126,-0.000917231,0.157079,0.506458,-1.93788,5.33861,-0.00504195,-0.000505193,6.44027,6.81362,1.95118e-05,-2.49627e-06,5.81807e-08,0.0034,0.0034,0.006,0.374763,-1.96457,4.70005,6.44026
31.3,0.313734,0.0219383,1.38547,-0.00303679,-0.00084092,0.157076,0.536856,-1.92986,5.48025,-0.00517738,-0.000512947,6.45597,6.4149,-0.000120205,3.11497e-06,-1.81719e-07,0.0034,0.0034,0.006,0.405417,-1.95772,4.8391,6.45597
31.4,0.313687,0.0219465,1.32351,-0.000769177,-0.00081807,0.157076,0.567126,-1.92137,5.61568,-0.00537574,-0.000512944,6.47168,6.4149,7.6759e-05,1.55406e-06,3.51582e-08,0.0034,0.0034,0.006,0.436071,-1.95087,4.97815,6.47168
31.5,0.313642,0.0222669,1.26153,-0.00010953,-0.000911921,0.157078,0.597256,-1.91242,5.74492,-0.00542774,-0.000514573,6.48739,6.4149,2.20745e-05,-3.01147e-06,7.74015e-08,0.0034,0.0034,0.006,0.466725,-1.94402,5.1172,6.48739
31.6,0.313604,0.0226905,1.19956,0.000551198,-0.000997842,0.157079,0.62724,-1.90298,5.86796,-0.00541382,-0.000524892,6.5031,6.4149,2.20745e-05,-3.01147e-06,7.74015e-08,0.0034,0.0034,0.006,0.49738,-1.93717,5.25625,6.5031
31.7,0.313549,0.0229785,1.09025,-0.00288791,-0.000864975,0.157075,0.657072,-1.89308,5.98244,-0.00553897,-0.000532116,6.5188,6.08447,-0.000117309,4.9946e-06,-2.40522e-07,0.0034,0.0034,0.006,0.527543,-1.9284,5.38519,6.5188
31.8,0.313482,0.023409,0.980939,-0.000723133,-0.000866736,0.157076,0.686746,-1.88272,6.08598,-0.00572787,-0.000530147,6.53451,6.08447,7.3248e-05,6.77491e-07,6.48385e-08,0.0034,0.0034,0.006,0.557707,-1.91964,5.51412,6.53451
31.9,0.31342,0.0240954,0.871628,-9.18966e-05,-0.000964319,0.157078,0.716251,-1.87189,6.17859,-0.00577695,-0.000531322,6.55022,6.08447,2.10879e-05,-3.15136e-06,8.50919e-08,0.0034,0.0034,0.006,0.58787,-1.91088,5.64306,6.55022
32,0.313361,0.0248559,0.762313,0.000540467,-0.00105431,0.157079,0.745578,-1.86058,6.26028,-0.00576295,-0.0005416,6.56593,6.08447,2.10879e-05,-3.15136e-06,8.50919e-08,0.0034,0.0034,0.006,0.618034,-1.90211,5.772,6.56593
32.1,0.313288,0.0255576,0.62292,-0.00209626,-0.000867724,0.157074,0.774724,-1.84882,6.32952,-0.00584929,-0.000546581,6.58164,5.8745,-9.00403e-05,6.66163e-06,-2.68761e-07,0.0034,0.0034,0.006,0.647588,-1.89147,5.87046,6.58164
32.2,0.313211,0.0263826,0.483532,-0.000501949,-0.000904443,0.157076,0.80368,-1.83659,6.38483,-0.00598775,-0.000542174,6.59734,5.8745,5.38442e-05,-7.17867e-07,9.60953e-08,0.0034,0.0034,0.006,0.677142,-1.88083,5.96893,6.59734
32.3,0.313141,0.0273468,0.34414,-3.58665e-05,-0.000988318,0.157077,0.832438,-1.82391,6.42619,-0.00602316,-0.000542465,6.61305,5.8745,1.54601e-05,-2.7419e-06,7.38097e-08,0.0034,0.0034,0.006,0.706695,-1.87019,6.0674,6.61305
32.4,0.313071,0.0283405,0.204744,0.00043119,-0.00106659,0.157079,0.860988,-1.81075,6.45362,-0.00601198,-0.000550672,6.62876,5.8745,1.54601e-05,-2.7419e-06,7.38097e-08,0.0034,0.0034,0.006,0.736249,-1.85955,6.16586,6.62876
32.5,0.312994,0.0293225,0.0572761,-0.000708572,-0.000852126,0.157075,0.889324,-1.79714,6.4667,-0.00603452,-0.000552031,6.64447,5.81814,-3.91432e-05,7.34827e-06,-2.42325e-07,0.0034,0.0034,0.006,0.765076,-1.84708,6.21831,6.64447
32.6,0.312923,0.0303559,-0.0901881,-0.000120009,-0.000923326,0.157076,0.917439,-1.78308,6.46504,-0.00608456,-0.000545603,6.66018,5.81814,1.96483e-05,-2.25155e-06,1.14293e-07,0.0034,0.0034,0.006,0.793904,-1.8346,6.27076,6.66018
32.7,0.312858,0.0314176,-0.237655,5.29086e-05,-0.000973938,0.157077,0.945326,-1.76856,6.44863,-0.00609648,-0.000544792,6.67588,5.81814,5.49171e-06,-1.70711e-06,4.18044e-08,0.0034,0.0034,0.006,0.822731,-1.82213,6.32321,6.67588
32.8,0.312793,0.0324787,-0.385124,0.000226422,-0.00102247,0.157078,0.972976,-1.75359,6.41747,-0.0060911,-0.000548886,6.69159,5.81814,5.49171e-06,-1.70711e-06,4.18044e-08,0.0034,0.0034,0.006,0.851559,-1.80965,6.37567,6.69159
32.9,0.31273,0.0334955,-0.517386,0.000944257,-0.000831553,0.157075,1.00038,-1.73816,6.37233,-0.00604118,-0.000546279,6.7073,5.92428,2.40275e-05,6.25206e-06,-1.50488e-07,0.0034,0.0034,0.006,0.879546,-1.79539,6.37382,6.7073
33,0.312681,0.0344413,-0.649646,0.000330616,-0.000920301,0.157077,1.02753,-1.72229,6.31396,-0.00598595,-0.000539431,6.72301,5.92428,-2.12213e-05,-3.27774e-06,1.02162e-07,0.0034,0.0034,0.006,0.907533,-1.78113,6.37197,6.72301
33.1,0.312635,0.0353762,-0.781906,0.000151398,-0.000923281,0.157077,1.05442,-1.70598,6.24236,-0.00597031,-0.000537712,6.73872,5.92428,-6.46983e-06,-1.99729e-07,-2.28172e-09,0.0034,0.0034,0.006,0.93552,-1.76687,6.37013,6.73872
33.2,0.312593,0.0363172,-0.914167,-2.77726e-05,-0.000928413,0.157077,1.08105,-1.68923,6.15754,-0.00597257,-0.000536503,6.75442,5.92428,-6.46983e-06,-1.99729e-07,-2.28172e-09,0.0034,0.0034,0.006,0.963507,-1.75261,6.36828,6.75442
33.3,0.312562,0.0371179,-1.01034,0.0023729,-0.000818394,0.157077,1.10741,-1.67205,6.06129,-0.0058637,-0.000530808,6.77013,6.17618,8.12652e-05,3.26173e-06,-1.39176e-08,0.0034,0.0034,0.006,0.990544,-1.73662,6.31243,6.77013
33.4,0.312541,0.0377133,-1.10652,0.000715829,-0.000897429,0.157078,1.13348,-1.65442,5.95543,-0.00571755,-0.000525692,6.78584,6.17618,-5.66901e-05,-3.31789e-06,5.68926e-08,0.0034,0.0034,0.006,1.01758,-1.72063,6.25658,6.78584
33.5,0.312523,0.0383358,-1.20269,0.000229283,-0.000850753,0.157077,1.15926,-1.63638,5.83995,-0.00567854,-0.000523612,6.80155,6.17618,-1.68993e-05,1.39398e-06,-4.33238e-08,0.0034,0.0034,0.006,1.04462,-1.70465,6.20072,6.80155
33.6,0.312515,0.0390004,-1.29886,-0.000257788,-0.000809924,0.157076,1.18476,-1.61792,5.71485,-0.00568814,-0.000517388,6.81726,6.17618,-1.68993e-05,1.39398e-06,-4.33238e-08,0.0034,0.0034,0.006,1.07165,-1.68866,6.14487,6.81726
33.7,0.312521,0.0394357,-1.34376,0.00320169,-0.000813014,0.157078,1.20995,-1.59904,5.5827,-0.00554901,-0.000510172,6.83296,6.53406,0.000117289,-7.06195e-07,1.20991e-07,0.0034,0.0034,0.006,1.09763,-1.671,6.04383,6.83296
33.8,0.312528,0.0395725,-1.38867,0.000934523,-0.000859886,0.157078,1.23483,-1.57975,5.44606,-0.0053502,-0.000508285,6.84867,6.53406,-7.74243e-05,-2.43825e-06,-2.74815e-09,0.0034,0.0034,0.006,1.12361,-1.65334,5.94279,6.84867
33.9,0.312538,0.0397963,-1.43357,0.000266643,-0.0007753,0.157077,1.2594,-1.56005,5.30493,-0.00529811,-0.000506433,6.86438,6.53406,-2.30416e-05,2.63062e-06,-6.97875e-08,0.0034,0.0034,0.006,1.14959,-1.63569,5.84176,6.86438
34,0.312565,0.0400961,-1.47847,-0.000402206,-0.000698742,0.157076,1.28365,-1.53997,5.1593,-0.00531277,-0.000496819,6.88009,6.53406,-2.30416e-05,2.63062e-06,-6.97875e-08,0.0034,0.0034,0.006,1.17557,-1.61803,5.74072,6.88009
34.1,0.312602,0.0401449,-1.46501,0.00333639,-0.000806099,0.157079,1.30758,-1.51949,5.01211,-0.0051738,-0.000489585,6.8958,6.94142,0.000126804,-4.24927e-06,2.12285e-07,0.0034,0.0034,0.006,1.20039,-1.59878,5.61044,6.8958
34.2,0.312632,0.0398749,-1.45156,0.000963541,-0.000814135,0.157079,1.33118,-1.49862,4.86626,-0.0049665,-0.000491028,6.9115,6.94142,-8.10069e-05,-1.15126e-06,-5.14502e-08,0.0034,0.0034,0.006,1.22521,-1.57953,5.48017,6.9115
34.3,0.312665,0.0397154,-1.4381,0.000262281,-0.000711766,0.157077,1.35445,-1.47737,4.72176,-0.00491292,-0.000489752,6.92721,6.94142,-2.41542e-05,3.23019e-06,-7.91197e-08,0.0034,0.0034,0.006,1.25003,-1.56028,5.34989,6.92721
34.4,0.312717,0.0396383,-1.42464,-0.000440158,-0.000617827,0.157076,1.37738,-1.45576,4.57861,-0.00492942,-0.000478952,6.94292,6.94142,-2.41542e-05,3.23019e-06,-7.91197e-08,0.0034,0.0034,0.006,1.27485,-1.54103,5.21962,6.94292
34.5,0.312775,0.0393618,-1.35494,0.00291556,-0.000789974,0.15708,1.39996,-1.43379,4.43961,-0.00481312,-0.000472721,6.95863,7.33395,0.000113806,-6.35839e-06,2.45646e-07,0.0034,0.0034,0.006,1.29841,-1.52025,5.08067,6.95863
