t,u,v,w,p,q,r,x,y,z,phi,theta,psi,U1,U2,U3,U4,Ix_hat,Iy_hat,Iz_hat,x_ref,y_ref,z_ref,psi_ref
24.1,0.313999,0.0250399,1.22175,-0.00170451,-0.000824076,0.157079,-1.51558,-1.3062,4.19138,-0.00438581,-0.000488616,5.325,7.32735,-8.53278e-05,-1.02406e-05,7.93536e-08,0.0044177,0.00442206,0.00479973,-1.59878,-1.20039,3.81502,5.325
24.2,0.314001,0.0243293,1.2905,-0.000728721,-0.000764494,0.157077,-1.4949,-1.32994,4.31698,-0.00451523,-0.000498019,5.34071,7.32735,4.30826e-05,2.70613e-06,-9.17269e-08,0.0044177,0.00442206,0.00479973,-1.57953,-1.22521,3.89786,5.34071
24.3,0.313988,0.0238085,1.35925,4.17607e-05,-0.000736459,0.157078,-1.47386,-1.35335,4.44946,-0.00455744,-0.000501718,5.35642,7.32735,3.40105e-05,1.25969e-06,8.05388e-09,0.0044177,0.00442206,0.00479973,-1.56028,-1.25003,3.98069,5.35642
24.4,0.313967,0.0233966,1.428,0.000812204,-0.000707382,0.157078,-1.45248,-1.37644,4.58881,-0.00452263,-0.000502504,5.37212,7.32735,3.40105e-05,1.25969e-06,8.05388e-09,0.0044177,0.00442206,0.00479973,-1.54103,-1.27485,4.06353,5.37212
24.5,0.313944,0.022786,1.4404,-0.0027261,-0.00080619,0.157078,-1.43076,-1.3992,4.73222,-0.00462624,-0.000506751,5.38783,6.93398,-0.000156438,-4.31016e-06,2.68438e-08,0.0044177,0.00442206,0.00479973,-1.52025,-1.29841,4.18332,5.38783
24.6,0.313911,0.022221,1.45279,-0.00121918,-0.00077482,0.157077,-1.40871,-1.42164,4.87686,-0.00483151,-0.000511341,5.40354,6.93398,6.6559e-05,1.50427e-06,-3.99242e-08,0.0044177,0.00442206,0.00479973,-1.49948,-1.32197,4.30312,5.40354
24.7,0.313871,0.0219888,1.46519,6.47201e-05,-0.000808328,0.157078,-1.38633,-1.44373,5.02275,-0.00489728,-0.000513935,5.41925,6.93398,5.6701e-05,-1.44658e-06,8.73394e-09,0.0044177,0.00442206,0.00479973,-1.47871,-1.34553,4.42291,5.41925
24.8,0.313831,0.021947,1.47758,0.00134866,-0.000840101,0.157078,-1.36361,-1.46547,5.16988,-0.00483473,-0.000519768,5.43496,6.93398,5.6701e-05,-1.44658e-06,8.73394e-09,0.0044177,0.00442206,0.00479973,-1.45794,-1.36909,4.54271,5.43496
24.9,0.313779,0.0216241,1.43166,-0.00348373,-0.000789606,0.157077,-1.34057,-1.48686,5.31533,-0.00494969,-0.000524986,5.45066,6.52695,-0.00021364,2.29561e-06,-3.84528e-08,0.0044177,0.00442206,0.00479973,-1.43573,-1.3913,4.68056,5.45066
25,0.313712,0.0213375,1.38575,-0.00158871,-0.000791539,0.157078,-1.31722,-1.5079,5.45618,-0.00521156,-0.00052401,5.46637,6.52695,8.37129e-05,6.59532e-08,2.46691e-08,0.0044177,0.00442206,0.00479973,-1.41352,-1.41352,4.8184,5.46637
25.1,0.313648,0.0214745,1.33983,9.0414e-05,-0.000885575,0.157078,-1.29355,-1.52858,5.59245,-0.00529471,-0.000525149,5.48208,6.52695,7.41671e-05,-4.11168e-06,9.16664e-09,0.0044177,0.00442206,0.00479973,-1.3913,-1.43573,4.95625,5.48208
25.2,0.313592,0.0218364,1.29391,0.00176966,-0.000977344,0.157078,-1.26956,-1.54887,5.72412,-0.00521002,-0.000535591,5.49779,6.52695,7.41671e-05,-4.11168e-06,9.16664e-09,0.0044177,0.00442206,0.00479973,-1.36909,-1.45794,5.09409,5.49779
25.3,0.313515,0.0219098,1.19693,-0.00377372,-0.000768807,0.157076,-1.24527,-1.5688,5.84865,-0.0053187,-0.00054087,5.5135,6.17053,-0.000245069,9.27713e-06,-1.13247e-07,0.0044177,0.00442206,0.00479973,-1.34553,-1.47871,5.22822,5.5135
25.4,0.313423,0.0220412,1.09995,-0.00174268,-0.000808536,0.157078,-1.22069,-1.58835,5.96348,-0.00560297,-0.000533716,5.5292,6.17053,8.9725e-05,-1.59141e-06,1.02471e-07,0.00441771,0.00442206,0.00479973,-1.32197,-1.49948,5.36235,5.5292
25.5,0.313344,0.0225874,1.00297,0.000118652,-0.000955905,0.157078,-1.1958,-1.60751,6.06862,-0.00569253,-0.000533001,5.54491,6.17053,8.22181e-05,-6.46522e-06,7.15257e-09,0.00441771,0.00442206,0.00479973,-1.29841,-1.52025,5.49649,5.54491
25.6,0.313274,0.0233169,0.905985,0.00198018,-0.00110076,0.157078,-1.17061,-1.62627,6.16405,-0.00559605,-0.000546951,5.56062,6.17053,8.22181e-05,-6.46522e-06,7.15257e-09,0.00441771,0.00442206,0.00479973,-1.27485,-1.54103,5.63062,5.56062
25.7,0.31318,0.0238284,0.773251,-0.00338072,-0.000740554,0.157074,-1.14513,-1.64463,6.248,-0.00567475,-0.000551139,5.57633,5.92098,-0.000237007,1.59629e-05,-1.87249e-07,0.00441771,0.00442206,0.00479973,-1.25003,-1.56028,5.73986,5.57633
25.8,0.31308,0.0244401,0.640527,-0.0015793,-0.000819177,0.157078,-1.11938,-1.66259,6.31867,-0.00593129,-0.000537757,5.59203,5.92098,7.95765e-05,-3.32712e-06,1.86507e-07,0.00441771,0.00442206,0.00479973,-1.22521,-1.57953,5.8491,5.59203
25.9,0.312998,0.0253518,0.507795,0.000147064,-0.00100334,0.157078,-1.09334,-1.68014,6.37607,-0.00601131,-0.000534879,5.60774,5.92098,7.62507e-05,-8.09719e-06,7.19111e-10,0.00441771,0.00442206,0.00479973,-1.20039,-1.59878,5.95834,5.60774
26,0.312922,0.0263444,0.375053,0.00187367,-0.00118517,0.157078,-1.06702,-1.69726,6.4202,-0.00591877,-0.000550399,5.62345,5.92098,7.62507e-05,-8.09719e-06,7.19111e-10,0.00441771,0.00442206,0.00479973,-1.17557,-1.61803,6.06758,5.62345
26.1,0.312827,0.0272153,0.227522,-0.0022172,-0.000710133,0.157073,-1.04043,-1.71396,6.45031,-0.00594467,-0.00055248,5.63916,5.8177,-0.000180873,2.10068e-05,-2.40975e-07,0.00441771,0.00442206,0.00479973,-1.14959,-1.63569,6.13469,5.63916
26.2,0.312741,0.0282012,0.0800012,-0.00105294,-0.000820452,0.157078,-1.01357,-1.73024,6.46567,-0.0061167,-0.000534141,5.65487,5.8177,5.14144e-05,-4.77851e-06,2.56403e-07,0.00441772,0.00442206,0.00479973,-1.12361,-1.65334,6.20179,5.65487
26.3,0.312673,0.0293237,-0.0675268,0.000169039,-0.0010133,0.157078,-0.986458,-1.74608,6.46627,-0.00616923,-0.000529189,5.67057,5.8177,5.39568e-05,-8.49748e-06,-9.63627e-09,0.00441772,0.00442206,0.00479973,-1.09763,-1.671,6.26889,5.67057
26.4,0.312602,0.0304281,-0.215065,0.00139128,-0.0012045,0.157078,-0.959083,-1.76147,6.45213,-0.00609961,-0.000543573,5.68628,5.8177,5.39568e-05,-8.49748e-06,-9.63627e-09,0.00441772,0.00442206,0.00479973,-1.07165,-1.68866,6.336,5.68628
26.5,0.312525,0.0314577,-0.354102,-0.000471073,-0.000692316,0.157073,-0.931459,-1.77641,6.42365,-0.0060622,-0.000543119,5.70199,5.87699,-8.23726e-05,2.26109e-05,-2.50894e-07,0.00441772,0.00442206,0.00479973,-1.04462,-1.70465,6.35037,5.70199
26.6,0.312473,0.0325345,-0.49313,-0.00024378,-0.000815614,0.157079,-0.903592,-1.79091,6.38127,-0.0061063,-0.000522919,5.7177,5.87699,1.00014e-05,-5.42841e-06,2.81663e-07,0.00441772,0.00442206,0.00479973,-1.01758,-1.72063,6.36475,5.7177
26.7,0.312433,0.0336274,-0.632164,0.000174732,-0.00098038,0.157078,-0.875487,-1.80494,6.32499,-0.00611789,-0.000516659,5.73341,5.87699,1.84446e-05,-7.2806e-06,-1.95839e-08,0.00441772,0.00442206,0.00479973,-0.990544,-1.73662,6.37912,5.73341
26.8,0.312385,0.0346829,-0.771204,0.000593466,-0.00114458,0.157078,-0.84715,-1.81851,6.2548,-0.00608766,-0.000526995,5.74911,5.87699,1.84446e-05,-7.2806e-06,-1.95839e-08,0.00441772,0.00442206,0.00479973,-0.963507,-1.75261,6.39349,5.74911
26.9,0.312342,0.0356269,-0.879797,0.00140497,-0.00070207,0.157074,-0.818587,-1.83161,6.17223,-0.00599605,-0.000524326,5.76482,6.0895,3.58134e-05,1.94993e-05,-2.04425e-07,0.00441772,0.00442206,0.00479973,-0.93552,-1.76687,6.35286,5.76482
27,0.312333,0.0364555,-0.988385,0.000642377,-0.00081145,0.157079,-0.789804,-1.84424,6.0788,-0.00590176,-0.000506649,5.78053,6.0895,-3.37518e-05,-4.8957e-06,2.40987e-07,0.00441772,0.00442206,0.00479973,-0.907533,-1.78113,6.31224,5.78053
27.1,0.312329,0.0372781,-1.09697,0.000157237,-0.000912642,0.157078,-0.760812,-1.85639,5.97451,-0.00586968,-0.000500459,5.79624,6.0895,-2.14946e-05,-4.49655e-06,-2.33774e-08,0.00441772,0.00442206,0.00479973,-0.879546,-1.79539,6.27161,5.79624
27.2,0.312318,0.0381447,-1.20557,-0.000327766,-0.00101449,0.157078,-0.731619,-1.86807,5.85936,-0.00588609,-0.000504544,5.81195,6.0895,-2.14946e-05,-4.49655e-06,-2.33774e-08,0.00441772,0.00442206,0.00479973,-0.851559,-1.80965,6.23098,5.81195
27.3,0.31232,0.0388189,-1.26657,0.00291115,-0.000741715,0.157075,-0.702226,-1.87926,5.73574,-0.00576484,-0.000500461,5.82765,6.42168,0.000143108,1.19795e-05,-1.13422e-07,0.00441772,0.00442206,0.00479973,-0.822731,-1.82213,6.14177,5.82765
27.4,0.312347,0.0391775,-1.32757,0.0013704,-0.000811939,0.157078,-0.672643,-1.88995,5.60601,-0.00555853,-0.000489396,5.84336,6.42168,-6.81474e-05,-3.23168e-06,1.43018e-07,0.00441772,0.00442206,0.00479973,-0.793904,-1.8346,6.05256,5.84336
27.5,0.312376,0.0395803,-1.38858,0.000119356,-0.00082787,0.157078,-0.642881,-1.90016,5.47018,-0.00549169,-0.000484748,5.85907,6.42168,-5.5345e-05,-7.48611e-07,-1.87487e-08,0.00441772,0.00442206,0.00479973,-0.765076,-1.84708,5.96334,5.85907
27.6,0.312409,0.0401514,-1.44957,-0.00113166,-0.00084549,0.157077,-0.612952,-1.90989,5.32825,-0.00554989,-0.000481845,5.87478,6.42168,-5.5345e-05,-7.48611e-07,-1.87487e-08,0.00441772,0.00442206,0.00479973,-0.736249,-1.85955,5.87413,5.87478
27.7,0.312454,0.0404783,-1.45336,0.00374064,-0.00079782,0.157077,-0.582857,-1.91912,5.18309,-0.00542698,-0.000477216,5.89049,6.82109,0.000215307,2.02917e-06,-9.17894e-09,0.00441772,0.00442206,0.00479973,-0.706695,-1.87019,5.75041,5.89049
27.8,0.312505,0.0403437,-1.45715,0.00178842,-0.000815051,0.157078,-0.552602,-1.92784,5.03754,-0.005158,-0.000474959,5.90619,6.82109,-8.63363e-05,-9.26633e-07,2.33889e-08,0.00441772,0.00442206,0.00479973,-0.677142,-1.88083,5.6267,5.90619
27.9,0.312559,0.0403027,-1.46093,7.31525e-05,-0.000745061,0.157078,-0.522204,-1.93608,4.89162,-0.00507237,-0.000472821,5.9219,6.82109,-7.58612e-05,3.03801e-06,-8.6899e-09,0.00441772,0.00442206,0.00479973,-0.647588,-1.89147,5.50298,5.9219
28,0.312629,0.0405115,-1.4647,-0.0016422,-0.000677387,0.157077,-0.491673,-1.94383,4.74532,-0.00515819,-0.000463799,5.93761,6.82109,-7.58612e-05,3.03801e-06,-8.6899e-09,0.00441772,0.00442206,0.00479973,-0.618034,-1.90211,5.37927,5.93761
28.1,0.312705,0.0404983,-1.41066,0.00385148,-0.000850314,0.157079,-0.461012,-1.95108,4.60153,-0.00505495,-0.000459313,5.95332,7.22466,0.000242775,-7.7093e-06,7.78784e-08,0.00441772,0.00442206,0.00479973,-0.58787,-1.91088,5.24058,5.95332
28.2,0.312768,0.0399953,-1.35664,0.00186718,-0.000815483,0.157077,-0.430226,-1.95783,4.46315,-0.00477628,-0.000465626,5.96903,7.22466,-8.77556e-05,1.36883e-06,-7.99557e-08,0.00441773,0.00442206,0.00479973,-0.557707,-1.91964,5.1019,5.96903
28.3,0.312836,0.0395823,-1.3026,3.24267e-05,-0.000678038,0.157077,-0.399333,-1.96408,4.33017,-0.00468863,-0.000466185,5.98473,7.22466,-8.11408e-05,6.01836e-06,1.58785e-09,0.00441773,0.00442206,0.00479973,-0.527543,-1.9284,4.96321,5.98473
28.4,0.312926,0.0394113,-1.24856,-0.00180251,-0.000543072,0.157077,-0.368342,-1.96986,4.2026,-0.00478438,-0.000453059,6.00044,7.22466,-8.11408e-05,6.01836e-06,1.58785e-09,0.00441773,0.00442206,0.00479973,-0.49738,-1.93717,4.82453,6.00044
28.5,0.313018,0.0391057,-1.14523,0.00338093,-0.000883972,0.15708,-0.337257,-1.97514,4.08289,-0.0047125,-0.000449203,6.01615,7.56868,0.000229065,-1.51149e-05,1.33074e-07,0.00441773,0.00442206,0.00479973,-0.466725,-1.94402,4.69277,6.01615
28.6,0.313087,0.0383996,-1.04192,0.00166506,-0.000809398,0.157077,-0.306085,-1.97991,3.97351,-0.00446736,-0.000461978,6.03186,7.56868,-7.5892e-05,3.14557e-06,-1.46671e-07,0.00441774,0.00442206,0.00479973,-0.436071,-1.95087,4.56101,6.03186
28.7,0.313158,0.0377285,-0.938601,5.79673e-06,-0.000633912,0.157077,-0.27484,-1.9842,3.87447,-0.00439112,-0.000464768,6.04757,7.56868,-7.33823e-05,7.7066e-06,8.44128e-09,0.00441774,0.00442206,0.00479973,-0.405417,-1.95772,4.42925,6.04757
28.8,0.313247,0.0372185,-0.835267,-0.0016537,-0.000460667,0.157077,-0.243532,-1.98802,3.78576,-0.00448072,-0.000450017,6.06327,7.56868,-7.33823e-05,7.7066e-06,8.44128e-09,0.00441774,0.00442206,0.00479973,-0.374763,-1.96457,4.29749,6.06327
28.9,0.31334,0.0366805,-0.698969,0.00252309,-0.00089383,0.157081,-0.212165,-1.99134,3.70904,-0.00444424,-0.000447146,6.07898,7.79883,0.000184573,-1.91717e-05,1.56978e-07,0.00441774,0.00442206,0.00479973,-0.343739,-1.96949,4.19346,6.07898
29,0.313409,0.0358969,-0.562682,0.00127171,-0.000796914,0.157077,-0.180748,-1.99417,3.64594,-0.00426166,-0.000463457,6.09469,7.79883,-5.53614e-05,4.1704e-06,-1.75494e-07,0.00441774,0.00442206,0.00479973,-0.312715,-1.9744,4.08943,6.09469
29.1,0.313474,0.0350835,-0.426386,-4.8886e-06,-0.00061468,0.157077,-0.149291,-1.99652,3.59647,-0.00420565,-0.000467688,6.1104,7.79883,-5.64677e-05,8.01696e-06,1.1077e-08,0.00441774,0.00442206,0.00479973,-0.281691,-1.97932,3.9854,6.1104
29.2,0.313546,0.034331,-0.29008,-0.00128173,-0.000434169,0.157077,-0.117805,-1.9984,3.56063,-0.00427725,-0.000453659,6.12611,7.79883,-5.64677e-05,8.01696e-06,1.1077e-08,0.00441774,0.00442206,0.00479973,-0.250666,-1.98423,3.88137,6.12611
29.3,0.313626,0.0336244,-0.142326,0.00144909,-0.000883916,0.157081,-0.0862938,-1.99979,3.539,-0.00427594,-0.000452059,6.14181,7.87879,0.000120663,-1.98838e-05,1.56857e-07,0.00441775,0.00442206,0.00479973,-0.219395,-1.98719,3.82149,6.14181
29.4,0.313689,0.0328273,0.00541959,0.000769035,-0.000781648,0.157077,-0.0547657,-2.0007,3.53214,-0.00417227,-0.000469067,6.15752,7.87879,-3.01083e-05,4.45403e-06,-1.75027e-07,0.00441775,0.00442206,0.00479973,-0.188124,-1.99014,3.76161,6.15752
29.5,0.31374,0.0319732,0.153171,-2.25129e-06,-0.000619528,0.157077,-0.0232309,-2.00114,3.54005,-0.00414136,-0.000473923,6.17323,7.87879,-3.41326e-05,7.14281e-06,1.07105e-08,0.00441775,0.00442206,0.00479973,-0.156852,-1.9931,3.70173,6.17323
29.6,0.313787,0.0311139,0.30093,-0.000773755,-0.00045845,0.157078,0.00830219,-2.0011,3.56275,-0.00418754,-0.0004625,6.18894,7.87879,-3.41326e-05,7.14281e-06,1.07105e-08,0.00441775,0.00442206,0.00479973,-0.125581,-1.99605,3.64185,6.18894
29.7,0.313843,0.0303089,0.436813,0.000280741,-0.00086282,0.15708,0.0398278,-2.0006,3.59962,-0.0042194,-0.000462409,6.20465,7.79592,4.65693e-05,-1.78584e-05,1.39552e-07,0.00441775,0.00442206,0.00479973,-0.0941858,-1.99704,3.63558,6.20465
29.8,0.313892,0.0295212,0.572689,0.00021672,-0.000768761,0.157077,0.0713386,-1.99962,3.65008,-0.00420193,-0.000477855,6.22035,7.79592,-2.87841e-06,4.14254e-06,-1.54946e-07,0.00441775,0.00442206,0.00479973,-0.0627905,-1.99803,3.6293,6.22035
29.9,0.313923,0.028716,0.708569,9.61497e-06,-0.000646505,0.157077,0.102826,-1.99816,3.71413,-0.00419817,-0.00048267,6.23606,7.79592,-9.19628e-06,5.39697e-06,9.21189e-09,0.00441775,0.00442206,0.00479973,-0.0313953,-1.99901,3.62303,6.23606
30,0.313942,0.0279023,0.844453,-0.000197655,-0.000524528,0.157078,0.134281,-1.99624,3.79177,-0.00421511,-0.000475169,6.25177,7.79592,-9.19628e-06,5.39697e-06,9.21189e-09,0.00441775,0.00442206,0.00479973,-3.60822e-16,-2,3.61676,6.25177
30.1,0.313971,0.0270808,0.947011,-0.000899719,-0.000839188,0.15708,0.165699,-1.99385,3.88133,-0.00427742,-0.000476739,6.26748,7.56331,-3.10719e-05,-1.38752e-05,1.08771e-07,0.00441775,0.00442206,0.00479973,0.0313953,-1.99901,3.66508,6.26748
30.2,0.313996,0.026322,1.04957,-0.000344528,-0.000762903,0.157077,0.197072,-1.991,3.98115,-0.00434722,-0.000489039,6.28319,7.56331,2.44917e-05,3.40892e-06,-1.21722e-07,0.00441775,0.00442206,0.00479973,0.0627905,-1.99803,3.7134,6.28319
30.3,0.314001,0.0256518,1.15212,2.71514e-05,-0.00069319,0.157078,0.228393,-1.98767,4.09122,-0.00437082,-0.000493328,6.29889,7.56331,1.63848e-05,3.09082e-06,8.13121e-09,0.00441775,0.00442206,0.00479973,0.0941858,-1.99704,3.76172,6.29889
30.4,0.313995,0.0250297,1.25468,0.000398736,-0.000622974,0.157078,0.259652,-1.98387,4.21155,-0.00435726,-0.000490542,6.3146,7.56331,1.63848e-05,3.09082e-06,8.13121e-09,0.00441775,0.00442206,0.00479973,0.125581,-1.99605,3.81004,6.3146
30.5,0.313994,0.0242908,1.30772,-0.00202047,-0.000818511,0.157079,0.290846,-1.97962,4.33966,-0.00444605,-0.000493765,6.33031,7.21769,-0.000106972,-8.59433e-06,6.53964e-08,0.00441775,0.00442206,0.00479973,0.156852,-1.9931,3.90533,6.33031
30.6,0.313987,0.0236116,1.36076,-0.000879942,-0.00076662,0.157077,0.321966,-1.9749,4.47307,-0.0045989,-0.000501847,6.34602,7.21769,5.03638e-05,2.38013e-06,-7.78102e-08,0.00441775,0.00442206,0.00479973,0.188124,-1.99014,4.00062,6.34602
30.7,0.313965,0.0231658,1.4138,4.81783e-05,-0.000756364,0.157078,0.353005,-1.96972,4.61178,-0.0046484,-0.000505257,6.36173,7.21769,4.09775e-05,4.78156e-07,8.18242e-09,0.00441775,0.00442206,0.00479973,0.219395,-1.98719,4.09591,6.36173
30.8,0.313938,0.0228549,1.46684,0.000976284,-0.000744854,0.157078,0.383954,-1.96406,4.7558,-0.00460514,-0.00050753,6.37743,7.21769,4.09775e-05,4.78156e-07,8.18242e-09,0.00441775,0.00442206,0.00479973,0.250666,-1.98423,4.1912,6.37743
30.9,0.313907,0.0223155,1.46199,-0.00298248,-0.000801488,0.157078,0.414808,-1.95794,4.90223,-0.00471345,-0.000512133,6.39314,6.81362,-0.000175023,-2.44337e-06,9.05844e-09,0.00441775,0.00442206,0.00479973,0.281691,-1.97932,4.31841,6.39314
31,0.313864,0.0218166,1.45715,-0.00134317,-0.000779299,0.157077,0.445563,-1.95137,5.04818,-0.00493781,-0.000515176,6.40885,6.81362,7.24101e-05,1.10985e-06,-2.2497e-08,0.00441776,0.00442206,0.00479973,0.312715,-1.9744,4.44562,6.40885
31.1,0.313816,0.0216851,1.4523,7.19281e-05,-0.000830787,0.157078,0.476207,-1.94433,5.19364,-0.00500947,-0.000517386,6.42456,6.81362,6.24995e-05,-2.23783e-06,8.97826e-09,0.00441776,0.00442206,0.00479973,0.343739,-1.96949,4.57283,6.42456
31.2,0.313771,0.0217606,1.44745,0.0014871,-0.000880364,0.157078,0.506732,-1.93682,5.33861,-0.0049397,-0.000524634,6.44027,6.81362,6.24995e-05,-2.23783e-06,8.97826e-09,0.00441776,0.00442206,0.00479973,0.374763,-1.96457,4.70005,6.44026
31.3,0.313711,0.0215441,1.38547,-0.00362697,-0.000784266,0.157077,0.537135,-1.92884,5.48025,-0.00505499,-0.00052998,6.45597,6.41489,-0.000226092,4.3114e-06,-5.95903e-08,0.00441776,0.00442206,0.00479973,0.405417,-1.95772,4.8391,6.45597
31.4,0.313636,0.0213667,1.32351,-0.00166067,-0.000796822,0.157078,0.56741,-1.92042,5.61568,-0.00532768,-0.000527254,6.47168,6.41489,8.68634e-05,-3.97165e-07,4.60984e-08,0.00441777,0.00442206,0.00479973,0.436071,-1.95087,4.97815,6.47168
31.5,0.313566,0.021622,1.26153,9.84421e-05,-0.000907498,0.157078,0.597546,-1.91153,5.74492,-0.00541407,-0.000527894,6.48739,6.41489,7.77018e-05,-4.84525e-06,8.94884e-09,0.00441777,0.00442206,0.00479973,0.466725,-1.94402,5.1172,6.48739
31.6,0.313505,0.0220982,1.19956,0.0018577,-0.0010158,0.157078,0.627533,-1.90216,5.86796,-0.00532463,-0.000539507,6.5031,6.41489,7.77018e-05,-4.84525e-06,8.94884e-09,0.00441777,0.00442206,0.00479973,0.49738,-1.93717,5.25625,6.5031
31.7,0.313422,0.0222998,1.09024,-0.00373741,-0.000761344,0.157075,0.65737,-1.89234,5.98244,-0.00542716,-0.00054459,6.5188,6.08446,-0.000247357,1.1303e-05,-1.3562e-07,0.00441777,0.00442206,0.00479973,0.527543,-1.9284,5.38519,6.5188
31.8,0.313326,0.0225712,0.98094,-0.0017315,-0.000812568,0.157078,0.687049,-1.88206,6.08598,-0.00570909,-0.000535583,6.53451,6.08446,8.86143e-05,-2.10092e-06,1.26957e-07,0.00441778,0.00442206,0.00479973,0.557707,-1.91964,5.51412,6.53451
31.9,0.313244,0.0232334,0.871629,0.000127144,-0.000972866,0.157078,0.71656,-1.87132,6.1786,-0.00579769,-0.000534258,6.55022,6.08446,8.20988e-05,-7.0373e-06,5.78387e-09,0.00441778,0.00442206,0.00479973,0.58787,-1.91088,5.64306,6.55022
32,0.313172,0.0240532,0.762309,0.001986,-0.00113065,0.157078,0.745892,-1.8601,6.26028,-0.00570052,-0.000548905,6.56593,6.08446,8.20988e-05,-7.0373e-06,5.78387e-09,0.00441778,0.00442206,0.00479973,0.618034,-1.90211,5.772,6.56593
32.1,0.313076,0.024684,0.622915,-0.0031183,-0.000731414,0.157074,0.775043,-1.84842,6.32953,-0.00576584,-0.000552564,6.58164,5.87449,-0.000225666,1.76802e-05,-2.06084e-07,0.00441779,0.00442206,0.00479973,0.647588,-1.89147,5.87046,6.58164
32.2,0.312978,0.0254248,0.483531,-0.00146227,-0.000820515,0.157078,0.804007,-1.8363,6.38483,-0.00600342,-0.000537528,6.59734,5.87449,7.31501e-05,-3.8016e-06,2.09625e-07,0.0044178,0.00442206,0.00479973,0.677142,-1.88083,5.96893,6.59734
32.3,0.312898,0.0264191,0.34414,0.000154572,-0.0010106,0.157078,0.832771,-1.8237,6.4262,-0.0060772,-0.000534009,6.61305,5.87449,7.14099e-05,-8.36285e-06,-2.01793e-09,0.0044178,0.00442206,0.00479973,0.706695,-1.87019,6.0674,6.61305
32.4,0.312822,0.0274611,0.204739,0.00177167,-0.00119851,0.157078,0.861328,-1.81064,6.45363,-0.00598937,-0.0005495,6.62876,5.87449,7.14099e-05,-8.36285e-06,-2.01793e-09,0.0044178,0.00442206,0.00479973,0.736249,-1.85955,6.16586,6.62876
32.5,0.31273,0.0284031,0.0572696,-0.00175112,-0.000702869,0.157073,0.889671,-1.79713,6.46671,-0.00599705,-0.000550851,6.64447,5.81813,-0.000155764,2.19066e-05,-2.49309e-07,0.0044178,0.00442206,0.00479973,0.765076,-1.84708,6.21831,6.64447
32.6,0.312652,0.0294508,-0.0901891,-0.000838519,-0.000819401,0.157078,0.917795,-1.78316,6.46505,-0.00613502,-0.000531571,6.66018,5.81813,4.02917e-05,-5.07341e-06,2.6972e-07,0.00441781,0.00442206,0.00479973,0.793904,-1.8346,6.27076,6.66018
32.7,0.312591,0.0305915,-0.237655,0.000172835,-0.00100802,0.157078,0.945689,-1.76873,6.44864,-0.00617659,-0.000526126,6.67588,5.81813,4.46473e-05,-8.31699e-06,-1.28522e-08,0.00441781,0.00442206,0.00479973,0.822731,-1.82213,6.32321,6.67588
32.8,0.312525,0.0316977,-0.38513,0.00118444,-0.00119527,0.157078,0.973346,-1.75384,6.41748,-0.00611707,-0.000539614,6.69159,5.81813,4.46473e-05,-8.31699e-06,-1.28522e-08,0.00441781,0.00442206,0.00479973,0.851559,-1.80965,6.37567,6.69159
32.9,0.312456,0.0327266,-0.517392,8.72278e-05,-0.000691909,0.157073,1.00076,-1.7385,6.37233,-0.00606202,-0.000538452,6.7073,5.92428,-4.85532e-05,2.22105e-05,-2.43121e-07,0.00441781,0.00442206,0.00479973,0.879546,-1.79539,6.37382,6.7073
33,0.312417,0.0337638,-0.649647,1.81175e-05,-0.000814058,0.157079,1.02791,-1.72271,6.31396,-0.00606504,-0.000518514,6.72301,5.92428,-3.09962e-06,-5.40212e-06,2.76864e-07,0.00441781,0.00442206,0.00479973,0.907533,-1.78113,6.37197,6.72301
33.1,0.312387,0.0348,-0.781906,0.000172123,-0.000963523,0.157078,1.05481,-1.70647,6.24237,-0.0060636,-0.000512116,6.73872,5.92428,6.75398e-06,-6.61202e-06,-2.15306e-08,0.00441781,0.00442206,0.00479973,0.93552,-1.76687,6.37013,6.73872
33.2,0.312348,0.0358134,-0.914171,0.00032633,-0.00111278,0.157078,1.08145,-1.68979,6.15754,-0.00604677,-0.000520798,6.75442,5.92428,6.75398e-06,-6.61202e-06,-2.15306e-08,0.00441781,0.00442206,0.00479973,0.963507,-1.75261,6.36828,6.75442
33.3,0.312318,0.0366931,-1.01035,0.00190188,-0.000710919,0.157074,1.1078,-1.67267,6.0613,-0.00594356,-0.000517624,6.77013,6.17618,6.95849e-05,1.76957e-05,-1.81266e-07,0.00441781,0.00442206,0.00479973,0.990544,-1.73662,6.31243,6.77013
33.4,0.312321,0.0373988,-1.10652,0.000880379,-0.000811101,0.157078,1.13387,-1.6551,5.95543,-0.00581244,-0.000501516,6.78584,6.17618,-4.51958e-05,-4.51108e-06,2.17038e-07,0.00441781,0.00442206,0.00479973,1.01758,-1.72063,6.25658,6.78584
33.5,0.312327,0.0381088,-1.20269,0.000147871,-0.000888751,0.157078,1.15965,-1.6371,5.83995,-0.00576885,-0.000495637,6.80155,6.17618,-3.24276e-05,-3.4628e-06,-2.28472e-08,0.00441781,0.00442206,0.00479973,1.04462,-1.70465,6.20072,6.80155
33.6,0.312329,0.0388984,-1.29886,-0.000584532,-0.00096739,0.157077,1.18514,-1.61868,5.71485,-0.00579847,-0.000497682,6.81726,6.17618,-3.24276e-05,-3.4628e-06,-2.28472e-08,0.00441781,0.00442206,0.00479973,1.07165,-1.68866,6.14487,6.81726
